index,x(A/Hz/V/nm),yai0(V),yai1(V),yai3(V),yai4(V),yext(V),lambda(nm),freq(THz)
520,120.4129,0.1452,-0.002373622436117044,-0.0018736224361170437,-0.0011185392693475182,,780.2437271162792,384.22924476177445
521,120.4273,0.1452,-0.002290647490380694,-0.0017906474903806938,-0.0012881438077682605,,780.243740511628,384.2292381652656
522,120.4418,0.1453,-0.002107790774187837,-0.0017077907741878326,-0.0012582317110391705,,780.2437540000001,384.2292315229478
523,120.4564,0.1453,-0.0020250522875384716,-0.001625052287538467,-0.0011288029791601262,,780.2437675813954,384.22922483482125
524,120.4702,0.1455,-0.0019413679645411616,-0.001541367964541157,-0.0007955073284799941,,780.2437804186047,384.22921851316755
525,120.4858,0.1454,-0.0018598117733267597,-0.001459811773326762,-0.00047091224510248386,,780.2437949302326,384.22921136695055
526,120.4995,0.1455,-0.0017760092207859124,-0.0013760092207859079,-0.00023713322957219507,,780.2438076744187,384.2292050911064
527,120.516,0.1456,-0.00169551709546302,-0.0012955170954630155,0.00018311157015410418,,780.2438230232559,384.2291975326082
528,120.5275,0.1457,-0.0017091134929652502,-0.0012091134929652497,0.000427524612387542,,780.2438337209303,384.22919226456423
529,120.5417,0.1459,-0.001625902088141902,-0.0012259020881418975,0.0005588868036671135,,780.2438469302326,384.2291857596753
530,120.5578,0.1455,-0.0015449370446449992,-0.0010449370446449988,0.0006810650627938619,,780.2438619069768,384.2291783844142
531,120.5724,0.1454,-0.0014621985579956545,-0.001062198557995657,0.0007104937946728063,,780.2438754883722,384.2291716962894
532,120.5864,0.1463,-0.0013787506940853012,-0.0009787506940852966,0.0006428227156527466,,780.2438885116279,384.22916528301937
533,120.5998,0.1456,-0.0012945934529139808,-0.0008945934529139832,0.00037805182573347196,,780.2439009767443,384.22915914460384
534,120.6177,0.1455,-0.0013157565412000444,-0.0008157565412000439,-8.470482442290983e-06,,780.2439176279071,384.2291509447805
535,120.6296,0.1451,-0.0012298258568762335,-0.000829825856876229,-0.0002659908996093807,,780.2439286976745,384.2291454935015
536,120.6444,0.1452,-0.001147323829313894,-0.0007473238293138895,-0.0006375288974308502,,780.2439424651163,384.22913871375977
537,120.6597,0.1454,-0.001165412949469001,-0.0007654129494689965,-0.0008114837195027924,,780.2439566976744,384.229131704973
538,120.6723,0.1452,-0.0010803098719497153,-0.0006803098719497178,-0.0008723876906209238,,780.2439684186047,384.22912593303107
539,120.6857,0.145,-0.00109615263077837,-0.0005961526307783696,-0.0009371585805402205,,780.243980883721,384.2291197946169
540,120.6999,0.1446,-0.001012941225955022,-0.0006129412259550174,-0.0010057963892606825,,780.2439940930233,384.22911328973044
541,120.7146,0.1443,-0.0010303209688491688,-0.0005303209688491684,-0.0008768510222318948,,780.2440077674419,384.22910655579886
542,120.7303,0.1445,-0.0009488830071782833,-0.0005488830071782858,-0.0003527393037043858,,780.2440223720931,384.229099363777
543,120.7446,0.1448,-0.0009657898318984476,-0.00046578983189844714,0.000178139522724996,,780.2440356744187,384.22909281308216
544,120.7605,0.1446,-0.0008845883293145465,-0.000484588329314542,0.00040128451155213574,,780.2440504651163,384.2290855294427
545,120.7735,0.1442,-0.0008999581699692186,-0.0003999581699692112,0.0007384470810334332,,780.2440625581396,384.229079574266
546,120.7892,0.1441,-0.0008185202082983331,-0.0004185202082983286,0.0009625587995608087,,780.2440771627907,384.2290723822452
547,120.8009,0.1443,-0.0008323530648875407,-0.0003323530648875403,0.0010060051120939772,,780.2440880465117,384.22906702258643
548,120.817,0.1444,-0.0008513880213906408,-0.00035138802139064035,0.0009281833712208587,,780.2441030232559,384.22905964732985
549,120.832,0.1445,-0.0007691224529152857,-0.0003691224529152812,0.0007556786436992424,,780.2441169767443,384.2290527759731
550,120.8472,0.1445,-0.0007870933435269317,-0.00028709334352692434,0.00048220718647729033,,780.2441311162792,384.22904581299844
551,120.8613,0.1444,-0.0008037637091600908,-0.0003037637091600834,1.4052742607018054e-05,,780.2441442325581,384.2290393539236
552,120.8746,0.1445,-0.0007194882384452539,-0.00021948823844525345,-0.00035023478246215545,,780.2441566046513,384.22903326132115
553,120.89,0.1447,-0.0007376955881438774,-0.00023769558814387692,-0.0007246729693843879,,780.2441709302326,384.22902620672915
554,120.9068,0.1445,-0.0006575581514514789,-0.0002575581514514813,-0.000905878264208515,,780.2441865581396,384.2290185108109
555,120.9203,0.1445,-0.0006735191398236223,-0.00017351913982362188,-0.0008711325189779684,,780.2441991162791,384.2290123265911
556,120.9346,0.1446,-0.0006904259645437866,-0.00019042596454378613,-0.0007402536925485426,,780.2442124186047,384.2290057758992
557,120.9503,0.1446,-0.000608988002872908,-0.00020898800287290353,-0.000416141974021067,,780.2442270232559,384.2289985838811
558,120.9632,0.1451,-0.0006242396139840914,-0.00022423961398408687,2.1503960310365056e-05,,780.2442390232559,384.2289926745161
559,120.9784,0.1453,-0.0005422105045957068,-0.00014221050459570228,0.0003480325030884024,,780.2442531627908,384.22898571154366
560,120.9933,0.1455,-0.0005598267065768589,-0.00015982670657685438,0.0006760111404169322,,780.2442670232558,384.2289788859986
561,121.0096,0.1455,-0.0005790981221669642,-0.00017909812216695964,0.0008972226698435448,,780.2442821860466,384.22897141912733
562,121.0231,0.1454,-0.0005950591105391353,-0.00019505911053913083,0.0010319684150740804,,780.244294744186,384.228965234909
563,121.036,0.1456,-0.0006103107216503187,-0.00011031072165031824,0.001069614349405501,,780.2443067441861,384.2289593255451
564,121.0512,0.1461,-0.000528281612261941,-0.00012828161226193652,0.0009961428921836935,,780.244320883721,384.2289523625738
565,121.0646,0.1461,-0.0005441243710906235,-0.00014412437109061899,0.0007313720022643078,,780.2443333488372,384.2289462241652
566,121.0803,0.1462,-0.0005626864094197132,-0.00016268640941970863,0.0003554837207917494,,780.2443479534884,384.22893903214936
567,121.0928,0.1464,-0.000477465102356911,-0.00017746510235690932,-0.00010493688547619229,,780.2443595813954,384.2289333060222
568,121.1073,0.1465,-0.0004946083861640527,-9.460838616404815e-05,-0.00037502478874712475,,780.2443730697674,384.228926663715
569,121.1223,0.1467,-0.0005123428176886935,-0.00011234281768868898,-0.00064752951626873,,780.2443870232559,384.228919792363
570,121.1381,0.1462,-0.0005310230855612996,-0.0001310230855612951,-0.0007239011625914116,,780.2444017209303,384.2289125545391
572,121.1666,0.1462,-0.0004647185054581088,-6.47185054581112e-05,-0.00036166014488248077,,780.2444282325582,384.2288994989714
573,121.1811,0.1466,-0.0004818617892652505,-8.18617892652529e-05,6.82519518466207e-05,,780.2444417209302,384.22889285666537
574,121.1956,0.1467,-0.0004990050730723922,-9.900507307239459e-05,0.0004981640485758332,,780.2444552093024,384.22888621435953
575,121.209,0.1467,-0.0005148478319010746,-0.00011484783190107706,0.000833393158656548,,780.2444676744186,384.22888007595304
576,121.2252,0.1466,-0.0005340010179476912,-0.0001340010179476936,0.0010550880529331397,,780.2444827441861,384.2288726548946
577,121.2391,0.1465,-0.000550434924493845,-0.00015043492449384743,0.0012879003387632482,,780.2444956744187,384.2288662874435
578,121.255,0.1464,-0.00046923342190994394,-6.923342190993942e-05,0.001311045327590299,,780.2445104651164,384.2288590038126
579,121.2672,0.1463,-0.0004836574262166507,-8.365742621664618e-05,0.0012520748158727502,,780.2445218139535,384.22885341511494
580,121.2833,0.1461,-0.0005026923827197508,-0.00010269238271974623,0.0009742530749995426,,780.2445367906977,384.2288460398666
581,121.3003,0.1459,-0.0005227914051143326,-0.00012279140511432807,0.0005920810504750906,,780.2445526046512,384.22883825233754
583,121.3254,0.1462,-0.0005524670205322227,-5.246702053222224e-05,-0.00012924352691101593,,780.2445759534884,384.2288267542806
584,121.3411,0.1458,-0.0004710290588613372,-7.102905886133964e-05,-0.00040513180838369633,,780.2445905581396,384.22881956226917
585,121.3541,0.1454,-0.00048639889951603704,-8.639889951603946e-05,-0.0005679692389023994,,780.2446026511628,384.2288136071007
586,121.3686,0.1452,-0.0005035421833231787,-0.00010354218332318116,-0.0005380571421733094,,780.244616139535,384.2288069647976
587,121.3833,0.1454,-0.0005209219262173256,-0.00012092192621732806,-0.0003091117751444772,,780.2446298139536,384.22880023087686
589,121.4134,0.1455,-0.00045650901881007233,-5.650901881006781e-05,0.0006453954049622235,,780.2446578139535,384.2287864423731
590,121.427,0.1455,-0.00047258823672576,-7.258823672575548e-05,0.001079657785342636,,780.2446704651163,384.22878021235175
591,121.4432,0.1453,-0.0004917414227723488,-9.174142277234426e-05,0.0011013526796193607,,780.2446855348837,384.2287727912972
592,121.4556,0.1448,-0.0005064018861660607,-0.00010640188616605623,0.001241415438201443,,780.2446970697675,384.22876711098405
593,121.4688,0.1449,-0.000522008185907738,-2.2008185907730626e-05,0.0013776112779825267,,780.2447093488372,384.2287610641993
594,121.4847,0.145,-0.00044080668332383,-4.080668332382548e-05,0.0013007562668095884,,780.2447241395349,384.22875378057245
595,121.4977,0.1449,-0.00045617652397850206,-5.617652397849754e-05,0.0013379188362908634,,780.2447362325582,384.22874782540595
596,121.5142,0.145,-0.0004756843986556125,-7.5684398655608e-05,0.0010581636360171842,,780.2447515813953,384.2287402669258
597,121.5293,0.1452,-0.0004935370597237421,6.462940276258378e-06,0.0006851755436453888,,780.244765627907,384.22873334977146
598,121.5442,0.145,-0.0005111532617048942,-1.1153261704893724e-05,0.0004131541809739292,,780.2447794883722,384.2287265242353
599,121.5583,0.1453,-0.0004278236273380573,-2.782362733805277e-05,4.49997371035904e-05,,780.2447926046513,384.22872006517105
600,121.5738,0.1456,-0.0004461492065801695,-4.614920658016497e-05,-0.00022992181466863215,,780.2448070232558,384.2287129647816
601,121.5876,0.1461,-0.00046246488358280685,-6.246488358280233e-05,-0.0003966261639885005,,780.2448198604652,384.22870664314473
602,121.6029,0.1458,-0.0003805540037379665,1.9445996262038023e-05,-0.0002705809860605868,,780.2448340930233,384.2286996343737
603,121.6153,0.1458,-0.0003952144671316507,4.7855328683538145e-06,0.0001694817725215736,,780.244845627907,384.22869395406275
604,121.6321,0.1461,-0.00041507703043922733,-1.5077030439222816e-05,0.0001882764776974244,,780.244861255814,384.2286862581577
605,121.645,0.1462,-0.0004303286415504107,-3.0328641550406155e-05,0.0004259224120288785,,780.244873255814,384.2286803488024
606,121.6604,0.1459,-0.00044853599124903415,-4.853599124902963e-05,0.000951484225106658,,780.2448875813953,384.22867329422337
608,121.6883,0.146,-0.00038152203388485545,1.847796611514213e-05,0.0015166254319166073,,780.2449135348837,384.2286605135256
609,121.7021,0.1459,-0.00039783771088752057,2.1622891124770116e-06,0.0016499210825967059,,780.2449263720931,384.2286541918904
610,121.7163,0.1461,-0.00041462630606416834,-1.4626306064170758e-05,0.001481283273876255,,780.2449395813954,384.22864768701976
611,121.73,0.1464,-0.00043082375352334473,-3.082375352334715e-05,0.0011150622894064988,,780.2449523255815,384.228641411194
612,121.7467,0.1463,-0.00045056808728743264,-5.056808728743506e-05,0.0006343403594323838,,780.2449678604652,384.2286337611001
613,121.7619,0.1461,-0.000368538977899055,-6.853897789905333e-05,0.0004608689022105872,,780.244982,384.2286267981406
615,121.7925,0.1463,-0.0004047172182093245,-4.717218209319973e-06,-0.0001870407419335418,,780.2450104651164,384.22861278060464
616,121.8107,0.1463,-0.0004262349951258543,-2.6234995125849758e-05,-0.00027501314465971927,,780.2450273953489,384.22860444337783
617,121.8274,0.1465,-0.0003459793288899671,-4.597932888996542e-05,4.426492536629967e-05,,780.2450429302326,384.2285967932854
618,121.8405,0.1466,-0.0004614673990881585,-6.146739908815396e-05,0.0003809441299974514,,780.2450551162791,384.22859079231495
619,121.8547,0.1469,-0.00037825599426477563,-7.825599426477398e-05,0.0005123063212769674,,780.2450683255814,384.2285842874464
620,121.8702,0.1465,-0.0003965815735069156,3.418426493088933e-06,0.0006373847695047563,,780.2450827441861,384.2285771870619
621,121.8855,0.1462,-0.0004146706936620226,-1.4670693662018064e-05,0.000963429947432648,,780.2450969767442,384.22857017829557
622,121.8976,0.1461,-0.0004289764684252406,-2.89764684252361e-05,0.0012049428005652674,,780.2451082325582,384.2285646354152
623,121.9116,0.1459,-0.00044552860451491094,-4.552860451490642e-05,0.0013372717215450747,,780.245121255814,384.22855822216536
624,121.9253,0.1462,-0.00036172605197406366,-6.172605197405506e-05,0.0013710507370753855,,780.245134,384.2285519463426
626,121.9544,0.1467,-0.00039613084913186353,3.869150868140991e-06,0.0013303915656834309,,780.2451610697675,384.22853861594575
627,121.9695,0.1471,-0.0004139835101999931,-1.3983510199988558e-05,0.00115740347331178,,780.2451751162791,384.2285316987987
628,121.9839,0.1473,-0.0003310085644636432,-3.100856446364153e-05,0.0007877989348910042,,780.2451885116279,384.2285251023143
629,121.9981,0.147,-0.00034779715964029095,-4.77971596402893e-05,0.0005191611261706752,,780.2452017209303,384.228518597448
630,122.0122,0.1468,-0.00036446752527345,-6.446752527344835e-05,0.0003510066823002034,,780.2452148372093,384.2285121383908
631,122.0262,0.1465,-0.00038101966136309257,-8.101966136309091e-05,-1.666439671993425e-05,,780.2452278604652,384.22850572514267
633,122.0561,0.1455,-0.00041637029486885774,-1.637029486885322e-05,-6.119048691294315e-05,,780.2452556744187,384.22849202827786
634,122.0699,0.1452,-0.00043268597187152286,-3.268597187151834e-05,7.210516376715548e-05,,780.245268511628,384.2284857066483
635,122.0846,0.1451,-0.00045006571476566976,-5.006571476566524e-05,0.00040105053079608766,,780.2452821860466,384.22847897273874
636,122.1,0.1451,-0.00046827306446429323,-6.827306446428871e-05,0.0008266123438738782,,780.245296511628,384.2284719181671
637,122.1155,0.1453,-0.00038659864370640257,-8.659864370640091e-05,0.001251690792101523,,780.2453109302326,384.22846481778686
638,122.1282,0.1449,-0.00040161379573060846,-1.6137957306108786e-06,0.0014903034561332684,,780.2453227441861,384.2284590000561
639,122.1426,0.1444,-0.00041863884999426143,-1.863884999426385e-05,0.001620698917712493,,780.245336139535,384.2284524035741
640,122.1574,0.1441,-0.00043613682243189705,-3.6136822431899474e-05,0.0017491609198913016,,780.2453499069768,384.2284456238568
641,122.1726,0.1446,-0.0004541077130435153,-5.410771304351775e-05,0.001775689462669372,,780.2453640465117,384.2284386609042
642,122.1873,0.145,-0.0003714874559376663,-7.148745593766465e-05,0.0017046348296982927,,780.2453777209303,384.22843192699634
644,122.2161,0.1457,-0.0004055375644649445,-5.53756446493997e-06,0.0009654257528567967,,780.245404511628,384.2284187340346
645,122.2303,0.1456,-0.00042232615964162,-2.2326159641615495e-05,0.0006967879441363012,,780.2454177209303,384.22841222917185
646,122.2447,0.1459,-0.00043935121390524523,-3.935121390524071e-05,0.0003271834057155809,,780.2454311162791,384.2284056326916
647,122.2609,0.1459,-0.00045850439995186176,-5.8504399951857244e-05,0.00014887829999216118,,780.2454461860466,384.2283982116515
648,122.2731,0.1461,-0.00037292840425856566,-7.2928404258564e-05,8.990778827472345e-05,,780.2454575348838,384.22839262296714
649,122.2894,0.1465,-0.0003921998198486709,-9.219981984866926e-05,1.1119317701202558e-05,,780.2454726976745,384.2283851561187
650,122.301,0.1465,-0.0004059144468943898,-0.00010591444689438817,0.00025504899508455026,,780.2454834883721,384.2283798422882
651,122.3174,0.1463,-0.0004253040920279838,-2.5304092027986225e-05,0.0005757771596608952,,780.2454987441861,384.22837232963127
652,122.3325,0.1459,-0.00044315675309611335,-4.3156753096115774e-05,0.0008027890672892002,,780.2455127906977,384.2283654124902
653,122.3468,0.1461,-0.0003600635778162539,-6.006357781625227e-05,0.001233667893718593,,780.2455260930233,384.2283588618204
655,122.3752,0.1461,-0.0003936407681695772,6.359231830427303e-06,0.001796392276277703,,780.2455525116279,384.2283458520992
656,122.3899,0.1462,-0.00041102051106369636,-1.102051106369184e-05,0.0019253376433066016,,780.2455661860465,384.2283391181946
657,122.4048,0.1462,-0.00042863671304484846,-2.8636713044843942e-05,0.00185331628063512,,780.2455800465117,384.22833229267235
658,122.4186,0.1464,-0.0003449523900475107,-4.495239004750906e-05,0.0017866119313152407,,780.245592883721,384.22832597104804
659,122.4335,0.1462,-0.0004625685920286379,-6.256859202863341e-05,0.001514590568643892,,780.2456067441861,384.22831914552637
661,122.4636,0.1463,-0.00039815568462140544,1.8443153785990818e-06,0.0006690977487504579,,780.2456347441861,384.22830535705714
662,122.4779,0.1467,-0.0004150625093415697,-1.5062509341565167e-05,0.0003999765751798723,,780.2456480465116,384.2282988063894
663,122.494,0.147,-0.00043409746584466974,-3.409746584466522e-05,0.00012215483430677576,,780.2456630232558,384.22829143116235
664,122.5096,0.1473,-0.00035254127463029555,-5.25412746302939e-05,0.0001467499176842635,,780.2456775348837,384.22828428497985
665,122.5244,0.1476,-0.0003700392470679034,-7.003924706790177e-05,0.000475211919862939,,780.2456913023257,384.2282775052684
666,122.5369,0.1472,-0.0003848179400051041,-8.481794000510245e-05,0.0008147913135949092,,780.2457029302326,384.2282717791611
667,122.5522,0.1471,-0.00040290706016023886,-0.00010290706016023721,0.0011408364915229674,,780.2457171627907,384.22826477040593
668,122.5665,0.1472,-0.0004198138848804031,-0.00011981388488040146,0.0015717153179523602,,780.2457304651164,384.22825821973953
670,122.5943,0.1465,-0.0004526816979727108,-5.2681697972713215e-05,0.0020373398896122996,,780.2457563255814,384.2282454848783
671,122.6093,0.1466,-0.0004704161294973516,-7.041612949735404e-05,0.0020648351620906613,,780.2457702790698,384.22823861355056
672,122.6234,0.1464,-0.00038708649513051474,-8.708649513051309e-05,0.001996680718220345,,780.2457833953489,384.22823215450273
673,122.6402,0.1463,-0.00040694905843809137,-0.00010694905843808972,0.0018154754233962178,,780.2457990232558,384.22822445861635
674,122.6519,0.1466,-0.000420781915027299,-0.00012078191502729735,0.0015589217359294194,,780.2458099069768,384.2282190989813
676,122.6821,0.1468,-0.0004564872371635581,-5.648723716355358e-05,0.001012945551185862,,780.245838,384.22820526471037
677,122.6953,0.147,-0.00047209353690523537,-7.209353690523085e-05,0.0006491413909669452,,780.2458502790698,384.22819921794326
678,122.71,0.1469,-0.0004894732797993823,-8.947327979937775e-05,0.00037808675799577696,,780.2458639534884,384.2281924840438
679,122.7244,0.1473,-0.0004064983340630324,-0.00010649833406303072,0.0005084822195750016,,780.2458773488372,384.22818588757104
680,122.7391,0.1475,-0.0004238780769571515,-0.00012387807695714986,0.0005374275866039668,,780.2458910232558,384.22817915367204
681,122.7575,0.1476,-0.00044563231296071426,-0.0001456323129607126,0.000648488454177476,,780.2459081395349,384.22817072484634
682,122.7682,0.1478,-0.0004582828741149514,-0.00015828287411494973,0.0008967684152120237,,780.2459180930233,384.22816582330114
683,122.7816,0.148,-0.00047412563294363386,-0.0001741256329436322,0.0013319975252927274,,780.2459305581395,384.2281596849176
684,122.7983,0.148,-0.0004938699667077218,-0.0001938699667077201,0.0016512755953186908,,780.2459460930233,384.2281520348429
685,122.812,0.1479,-0.0005100674141668704,-0.00021006741416686875,0.0019850546108489686,,780.2459588372094,384.22814575903334
686,122.8263,0.1478,-0.0005269742388870347,-0.000226974238887033,0.0022159334372783834,,780.245972139535,384.228139208371
687,122.841,0.1477,-0.0005443539817811816,-0.0002443539817811799,0.002344878804307171,,780.2459858139536,384.2281324744736
688,122.8555,0.1476,-0.0005614972655883232,-0.00016149726558832567,0.002374790901036261,,780.2459993023257,384.2281258321941
689,122.872,0.1474,-0.000581005140265406,-0.00018100514026540837,0.002195035700762571,,780.2460146511628,384.2281182737384
690,122.8849,0.1474,-0.000596256751376617,-0.00019625675137661946,0.0020326816350940136,,780.2460266511629,384.22811236440043
691,122.8994,0.1476,-0.0005134000351837628,-0.00021340003518376116,0.0016625937318230921,,780.2460401395349,384.2281057221217
692,122.9147,0.1477,-0.0005314891553388698,-0.00023148915533886816,0.001188638909751183,,780.2460543720931,384.2280987133725
693,122.9282,0.1477,-0.000547450143711041,-0.00024745014371103935,0.000923384654981596,,780.2460669302326,384.22809252918233
694,122.9427,0.1477,-0.0005645934275182105,-0.0002645934275182088,0.0006532967517108301,,780.2460804186047,384.2280858869041
695,122.9578,0.1475,-0.00058244608858634,-0.00028244608858633835,0.0004803086593390682,,780.2460944651164,384.2280789697734
696,122.9734,0.1474,-0.0006008898973719409,-0.0004008898973719352,0.0006049037427166559,,780.2461089767443,384.22807182359884
697,122.988,0.1474,-0.000718151410722595,-0.00031815141072259745,0.0007343324745955893,,780.2461225581396,384.22806513551257
698,123.0006,0.1476,-0.0007330483332032844,-0.0004330483332032828,0.0008734285034773803,,780.2461342790698,384.2280593636027
699,123.016,0.1483,-0.0007512556829019079,-0.00045125568290190626,0.0012989903165552819,,780.2461486046512,384.2280523090465
700,123.0311,0.1483,-0.0007691083439700097,-0.00046910834397000806,0.0017260022241836204,,780.2461626511629,384.22804539191696
701,123.0467,0.1481,-0.0007875521527556384,-0.00048755215275563674,0.0022505973075611085,,780.2461771627908,384.22803824574356
702,123.0595,0.1481,-0.000802685534323333,-0.0005026855343233314,0.0024887266067427083,,780.2461890697675,384.22803238221695
703,123.0739,0.1482,-0.000819710588586986,-0.0006197105885869872,0.002719122068321922,,780.2462024651163,384.2280257857497
704,123.0873,0.1484,-0.0009355533474156436,-0.0006355533474156419,0.0026543511784026252,,780.2462149302326,384.22801964737073
705,123.1011,0.1485,-0.0009518690244183364,-0.0006518690244183348,0.002587646829082746,,780.246227767442,384.2280133257566
706,123.1151,0.1485,-0.000968421160507979,-0.0007684211605079733,0.0023199757500625973,,780.2462407906977,384.2280069125252
707,123.1315,0.1487,-0.001087810805641569,-0.0007878108056415672,0.0019407039146390193,,780.2462560465117,384.22799939988295
708,123.1448,0.1489,-0.0011035353349267626,-0.000803535334926761,0.0014764163895698568,,780.2462684186047,384.2279933073135
709,123.1595,0.1492,-0.0012209150778208847,-0.000920915077820883,0.0011053617565986995,,780.2462820930233,384.2279865734212
710,123.1746,0.1496,-0.0012387677388890142,-0.0010387677388890154,0.0009323736642270486,,780.2462961395349,384.22797965629405
711,123.1909,0.1498,-0.0013580391544791223,-0.0010580391544791207,0.0008535851936535277,,780.2463113023256,384.22797218946164
712,123.2048,0.1502,-0.0014744730610252998,-0.0011744730610252982,0.0008863974794834917,,780.2463242325582,384.22796582204035
713,123.2155,0.1503,-0.001487123622179537,-0.0012871236221795382,0.0011346774405180948,,780.2463341860465,384.22796092050044
714,123.2306,0.1501,-0.0016049762832476416,-0.001404976283247636,0.0013616893481463443,,780.2463482325581,384.2279540033742
715,123.2461,0.1506,-0.0017233018624897775,-0.0015233018624897787,0.0017867677963741002,,780.2463626511628,384.227946903013
716,123.2626,0.1511,-0.0018428097371668908,-0.0016428097371668851,0.0022070125961002884,,780.246378,384.2279393445643
717,123.2742,0.1516,-0.001856524364212582,-0.0017565243642125791,0.002550942273483625,,780.2463887906978,384.227934030746
718,123.2895,0.1521,-0.0019746134843677196,-0.0018746134843677167,0.002676987451411539,,780.2464030232559,384.22792702200314
719,123.3046,0.1525,-0.002192466145435848,-0.0019924661454358422,0.0028039993590399104,,780.2464170697675,384.2279201048781
720,123.3182,0.1529,-0.002308545363351504,-0.002108545363351505,0.0027382617394202113,,780.2464297209303,384.22791387488485
721,123.331,0.1533,-0.0024236787449192013,-0.0022236787449191955,0.002476391038601755,,780.2464416279071,384.227908011362
722,123.3466,0.1535,-0.002542122553704805,-0.002442122553704802,0.002200986121979387,,780.246456139535,384.22790086519376
723,123.3614,0.154,-0.0027596205261424672,-0.0026596205261424644,0.002029448124158062,,780.2464699069768,384.22789408549596
724,123.3748,0.1549,-0.0029754632849711207,-0.002875463284971118,0.0018646772342388318,,780.246482372093,384.22788794712113
725,123.3895,0.1556,-0.0030928430278652635,-0.0029928430278652607,0.0015936226012676635,,780.2464960465117,384.22788121323254
726,123.4061,0.156,-0.0033124691320858685,-0.0032124691320858656,0.0013133840361437277,,780.2465114883721,384.2278736089777
727,123.4214,0.156,-0.003530558252241002,-0.003430558252240999,0.001139429214071619,,780.2465257209303,384.227866600237
728,123.4351,0.1565,-0.0036467556997001466,-0.0036467556997001466,0.0010732082296018852,,780.2465384651164,384.22786032443673
729,123.4501,0.1571,-0.003964490131224789,-0.003964490131224789,0.0011007035020804135,,780.2465524186047,384.2278534531229
730,123.4636,0.1575,-0.004180451119596959,-0.004180451119596959,0.001435449247310927,,780.2465649767443,384.2278472689406
731,123.4799,0.158,-0.004399722535187063,-0.004399722535187063,0.0018566607767375176,,780.2465801395349,384.22783980211335
732,123.4954,0.1583,-0.004618048114429181,-0.004718048114429177,0.0022817392249651625,,780.2465945581396,384.22783270175637
733,123.5089,0.1593,-0.004934009102801347,-0.004934009102801347,0.0026164849701957316,,780.2466071162792,384.2278265175747
734,123.5248,0.1599,-0.005252807600217471,-0.005352807600217467,0.002939629959022916,,780.2466219069768,384.2278192339833
735,123.5381,0.1598,-0.005668532129502642,-0.005668532129502635,0.0030753424339537427,,780.2466342790698,384.22781314141963
736,123.5537,0.1603,-0.005986975938288265,-0.006086975938288268,0.003099937517331286,,780.2466487906977,384.2278059952549
737,123.5666,0.1613,-0.006302227549399422,-0.006402227549399418,0.002937583451662673,,780.2466607906978,384.22780008592656
738,123.581,0.1624,-0.006719252603663101,-0.0068192526036631035,0.002567978913241953,,780.2466741860466,384.22779348946733
739,123.5954,0.1633,-0.00713627765792673,-0.007236277657926726,0.002298374374821166,,780.2466875813953,384.2277868930083
740,123.6109,0.164,-0.007454603237168872,-0.007554603237168868,0.0019234528230489545,,780.246702,384.2277797926533
741,123.6258,0.1645,-0.007872219439149994,-0.007872219439149994,0.0017514314603774839,,780.2467158604652,384.227772967151
742,123.6389,0.165,-0.00828770750934818,-0.008387707509348176,0.0016881106650086242,,780.2467280465116,384.2277669662063
743,123.6539,0.1656,-0.008805441940872794,-0.00890544194087279,0.0014156059374870744,,780.246742,384.2277600948957
744,123.6683,0.1663,-0.009322466995136447,-0.009422466995136443,0.001446001399066199,,780.2467553953489,384.2277534984377
745,123.6811,0.1668,-0.00973760037670414,-0.009837600376704142,0.0014841306982479319,,780.2467673023257,384.2277476349198
746,123.698,0.1677,-0.010257581169555205,-0.010457581169555204,0.001502442038573526,,780.2467830232558,384.22773989324406
747,123.7108,0.1684,-0.010772714551122928,-0.010972714551122927,0.0018405713377551147,,780.2467949302326,384.22773402972655
748,123.7265,0.1691,-0.01139127658945202,-0.01159127658945202,0.0022646830562824682,,780.2468095348838,384.22772683775605
749,123.7399,0.1697,-0.011907119348280704,-0.012107119348280702,0.0025999121663631275,,780.2468220000001,384.22772069938657
750,123.7533,0.1704,-0.012422962107109359,-0.012722962107109353,0.0029351412764439533,,780.2468344651163,384.2277145610173
751,123.7688,0.1709,-0.0129412876863515,-0.013341287686351497,0.003060219724671631,,780.246848883721,384.227707460665
752,123.7838,0.1715,-0.01345902211787614,-0.013959022117876134,0.003187714997149982,,780.2468628372094,384.2277005893565
753,123.7975,0.1722,-0.01397521956533529,-0.014575219565335286,0.003121494012680359,,780.2468755813954,384.22769431356164
754,123.8118,0.1729,-0.014692126390055453,-0.015192126390055447,0.0029523728391096515,,780.246888883721,384.2276877629148
755,123.828,0.1736,-0.015311279576102038,-0.015911279576102035,0.0027740677333863983,,780.2469039534884,384.22768034190244
756,123.8429,0.1741,-0.015928895778083194,-0.01652889577808319,0.0025020463707148832,,780.2469178139536,384.2276735164037
757,123.8567,0.1745,-0.01644521145508586,-0.01714521145508585,0.002135342021395037,,780.2469306511629,384.22766719480103
758,123.8715,0.1747,-0.01706270942752349,-0.017662709427523487,0.0017638040235737895,,780.2469444186047,384.2276604151115
759,123.8861,0.1748,-0.017579970940874122,-0.01827997094087412,0.0015932327554527559,,780.2469580000001,384.2276537270395
760,123.9003,0.1753,-0.018396759536050772,-0.018996759536050768,0.001424594946732305,,780.2469712093024,384.2276472222027
761,123.9123,0.1756,-0.0191109470812705,-0.0198109470812705,0.001266591164715003,,780.246982372093,384.2276417251577
